Identif Item Compra;Cod UResp Compra;UF UResp Compra;Esfera UResp Compra;;Desc Compl Item Compra;Modalidade Compra;Inciso Disp Legal;Justif Dispensa/Inexig;Forma Realização;CPF/CNPJ Fornecedor;Nome Fornecedor;Porte Empresa Fornec;Fabric Material Compra;Ano Resultado Compra;Dia Resultado Compra;Mês Final Vigen Ata SRP;Unidade Fornecimento;Qtde Comprada Item;Valor Unitário Homologado;Valor Total Homologado
2500050600096202000006;250005;DF;Federal; BORTEZOMIBE, CONCENTRAÇÃO:3,5 MG, APRESENTAÇÃO:INJETÁVEL;BORTEZOMIBE, CONCENTRAÇÃO 3,5 MG, APRESENTAÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;31556536000111;DL DISTRIBUIDORA DE MEDICAMENTOS EIRELI;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO-AMPOLA;22 ;745,0000;16.390,0000
2500050600096202000007;250005;DF;Federal; ABIRATERONA  ACETATO, CONCENTRAÇÃO:250 MG;ABIRATERONA  ACETATO, CONCENTRAÇÃO 250 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;06234797000178;EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;Outros;;2020;10 Jun 2020;Jan 1900;COMPRIMIDO;480 ;33,3400;16.003,2000
2500050600096202000008;250005;DF;Federal; AZACITIDINA, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL;AZACITIDINA, CONCENTRAÇÃO 100 MG, FORMA FARMACÊUTICA PÓ LIÓFILO P/ INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;06234797000178;EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO-AMPOLA;69 ;890,0000;61.410,0000
2500050600096202000009;250005;DF;Federal; DEGARELIX, COMPOSIÇÃO:SAL ACETATO, CONCENTRAÇÃO:120 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:COM SISTEMA DE APLICAÇÃO;DEGARELIX, COMPOSIÇÃO SAL ACETATO, CONCENTRAÇÃO 120 MG, FORMA FARMACÊUTICA PÓ LIÓFILO P/ INJETÁVEL, CARACTERÍSTICAS ADICIONAIS COM SISTEMA DE APLICAÇÃO;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;26921908000202;HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO-AMPOLA;2 ;371,2000;742,4000
2500050600096202000010;250005;DF;Federal; DEGARELIX, COMPOSIÇÃO:SAL ACETATO, CONCENTRAÇÃO:80 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:COM SISTEMA DE APLICAÇÃO;DEGARELIX, COMPOSIÇÃO SAL ACETATO, CONCENTRAÇÃO 80 MG, FORMA FARMACÊUTICA PÓ LIÓFILO P/ INJETÁVEL, CARACTERÍSTICAS ADICIONAIS COM SISTEMA DE APLICAÇÃO;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;26921908000202;HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO-AMPOLA;5 ;407,8100;2.039,0500
2500050600096202000011;250005;DF;Federal; DIOSMINA, COMPOSIÇÃO:ASSOCIADA À HESPERIDINA, CONCENTRAÇÃO:450MG + 50MG;DIOSMINA, COMPOSIÇÃO ASSOCIADA À HESPERIDINA, CONCENTRAÇÃO 450MG + 50MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;26921908000202;HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.;Outros;;2020;10 Jun 2020;Jan 1900;COMPRIMIDO;360 ;1,4200;511,2000
2500050600096202000012;250005;DF;Federal; GLICOSAMINA, COMPOSIÇÃO:ASSOCIADA COM CONDROITINA, EM SAIS SULFATOS, CONCENTRAÇÃO:1,5 G + 1,2 G, FORMA FARMACÊUTICA:PÓ ORAL;GLICOSAMINA, COMPOSIÇÃO ASSOCIADA COM CONDROITINA, EM SAIS SULFATOS, CONCENTRAÇÃO 1,5 G + 1,2 G, FORMA FARMACÊUTICA PÓ ORAL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;26921908000202;HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.;Outros;;2020;10 Jun 2020;Jan 1900;SACHÊ 5,00 G;180 ;3,2900;592,2000
2500050600096202000013;250005;DF;Federal; CETUXIMABE, CONCENTRAÇAO:5 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL;CETUXIMABE, CONCENTRAÇAO 5 MG/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;33069212001237;MERCK S/A;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO 100,00 ML;45 ;3.069,1000;138.109,5000
2500050600096202000014;250005;DF;Federal; CETUXIMABE, CONCENTRAÇAO:5 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL;CETUXIMABE, CONCENTRAÇAO 5 MG/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;33069212001237;MERCK S/A;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO 20,00 ML;52 ;613,8200;31.918,6400
2500050600096202000015;250005;DF;Federal; CANAQUINUMABE, CONCENTRAÇÃO:150 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL;CANAQUINUMABE, CONCENTRAÇÃO 150 MG, FORMA FARMACÊUTICA PÓ LIÓFILO P/ INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;56994502002698;NOVARTIS BIOCIENCIAS SA;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO-AMPOLA;3 ;38.222,3100;114.666,9300
2500050600096202000016;250005;DF;Federal; OMALIZUMABE, CONCENTRAÇÃO:150 MG, FORMA FARMACÊUTICA:INJETÁVEL;OMALIZUMABE, CONCENTRAÇÃO 150 MG, FORMA FARMACÊUTICA INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;56994502002698;NOVARTIS BIOCIENCIAS SA;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO-AMPOLA;26 ;1.674,8700;43.546,6200
2500050600096202000017;250005;DF;Federal; RANIBIZUMABE, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:C/SISTEMA DE APLICAÇÃO;RANIBIZUMABE, CONCENTRAÇÃO 10 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL C/SISTEMA DE APLICAÇÃO;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;56994502002698;NOVARTIS BIOCIENCIAS SA;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO 0,23 ML;1 ;3.153,7500;3.153,7500
2500050600096202000018;250005;DF;Federal; OXCARBAZEPINA, DOSAGEM:600 MG;OXCARBAZEPINA, DOSAGEM 600 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;56994502002779;NOVARTIS BIOCIENCIAS SA;Outros;;2020;10 Jun 2020;Jan 1900;COMPRIMIDO;720 ;3,1000;2.232,0000
2500050600096202000019;250005;DF;Federal; RIBOCICLIBE, COMPOSIÇÃO:SUCCINATO, CONCENTRAÇÃO:200 MG;RIBOCICLIBE, COMPOSIÇÃO SUCCINATO, CONCENTRAÇÃO 200 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;56994502002779;NOVARTIS BIOCIENCIAS SA;Outros;;2020;10 Jun 2020;Jan 1900;COMPRIMIDO;441 ;197,8700;87.260,6700
2500050600096202000020;250005;DF;Federal; PIRFENIDONA, CONCENTRAÇÃO:267 MG;PIRFENIDONA, CONCENTRAÇÃO 267 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;33009945000204;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A;Outros;;2020;10 Jun 2020;Jan 1900;CÁPSULA;4.860 ;39,2666;190.836,0000
2500050600096202000023;250005;DF;Federal; AFLIBERCEPTE, CONCENTRAÇÃO:40 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:C/ SISTEMA DE APLICAÇÃO;AFLIBERCEPTE, CONCENTRAÇÃO 40 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS C/ SISTEMA DE APLICAÇÃO;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial;Não se Aplica;18459628009767;BAYER S.A.;Outros;;2020;10 Jun 2020;Jan 1900;FRASCO 278,00 MCL;1 ;3.089,9500;3.089,9500
2500050600096202100001;250005;DF;Federal; NITISINONA, CONCENTRAÇÃO:4 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL;NITISINONA, CONCENTRAÇÃO 4 MG/ML, FORMA FARMACÊUTICA SUSPENSÃO ORAL;Dispensa de Licitação;INCISO IV;Justificativa: Ação Judicial.;Não se Aplica;ESTRANG0025596;INNOVATIVE MEDICINES SA;Não se Aplica;;2021;24 Jun 2021;Jan 1900;FRASCO 90,00 ML;36 ;13.518,1222;486.652,4000
2500050600097201700001;250005;DF;Federal; MERCAPTAMINA, COMPOSIÇÃO:SAL BITARTARATO, CONCENTRAÇÃO:50 MG;MERCAPTAMINA, COMPOSIÇÃO SAL BITARTARATO, CONCENTRAÇÃO 50 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;ESTRANG0022438;ORPHAN EUROPE;Não se Aplica;;2017;07 Mar 2017;Jan 1900;CÁPSULA;800 ;7,5600;6.048,0000
2500050600097201700002;250005;DF;Federal; MERCAPTAMINA, CONCENTRAÇÃO:5,5 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO OFTÁLMICA;MERCAPTAMINA, CONCENTRAÇÃO 5,5 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO OFTÁLMICA;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;ESTRANG0022438;ORPHAN EUROPE;Não se Aplica;;2017;07 Mar 2017;Jan 1900;FRASCO 5,00 ML;11 ;3.280,1363;36.081,5000
2500050600097201800001;250005;DF;Federal; INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL;INSULINA, TIPO GLULISINA, CONCENTRAÇÃO 100 UI/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL REFIL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;06 Mar 2018;Jan 1900;TUBETE 3,00 ML;9 ;19,0000;171,0000
2500050600097201800002;250005;DF;Federal; INSULINA, TIPO:GLARGINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR;INSULINA, TIPO GLARGINA, CONCENTRAÇÃO 100 UI/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL COM APLICADOR;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;06 Mar 2018;Jan 1900;TUBETE 3,00 ML;10 ;54,2500;542,5000
2500050600097201900001;250005;DF;Federal; ECULIZUMABE, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;ECULIZUMABE, CONCENTRAÇÃO 10 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Atendimento de situação que possa ocasionar prejuízo a pessoas.;Não se Aplica;ESTRANG0024019;MULTICARE PHARMACEUTICALS;Não se Aplica;;2019;11 Jul 2019;Jan 1900;FRASCO 30,00 ML;326 ;12.806,3300;4.174.863,5800
2500050600097202000001;250005;DF;Federal; CLOZAPINA, DOSAGEM:25 MG;CLOZAPINA, DOSAGEM 25 MG;Dispensa de Licitação;INCISO VIII;Justificativa: Trata de ação judicial;Não se Aplica;10877926000113;LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A -;Outros;;2020;15 Jun 2020;Jan 1900;COMPRIMIDO;1.921.710 ;0,3200;614.947,2000
2500050600097202000002;250005;DF;Federal; CLOZAPINA, DOSAGEM:100 MG;CLOZAPINA, DOSAGEM 100 MG;Dispensa de Licitação;INCISO VIII;Justificativa: Trata de ação judicial;Não se Aplica;10877926000113;LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A -;Outros;;2020;15 Jun 2020;Jan 1900;COMPRIMIDO;38.236.650 ;1,1200;42.825.048,0000
2500050600097202100001;250005;DF;Federal; FAMPRIDINA, CONCENTRAÇÃO:10 MG;FAMPRIDINA, CONCENTRAÇÃO 10 MG;Dispensa de Licitação;INCISO IV;Justificativa: Ação Judicial.;Não se Aplica;04307650002502;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.;Outros;;2021;24 Jun 2021;Jan 1900;COMPRIMIDO;364 ;17,7700;6.468,2800
2500050600098201700001;250005;DF;Federal; INSULINA, ORIGEM:GLARGINA, DOSAGEM:100UI/ML, APLICAÇÃO:INJETÁVEL;INSULINA, ORIGEM GLARGINA, DOSAGEM 100UI/ML, APLICAÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;05777772000158;BSB COMERCIO DE PRODUTOS HOSPITALARES S.A.;Outros;;2017;07 Mar 2017;Jan 1900;FRASCO 10,00 ML;14 ;238,7000;3.341,8000
2500050600098201700002;250005;DF;Federal; INSULINA, ORIGEM:LISPRO, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL;INSULINA, ORIGEM LISPRO, DOSAGEM 100U/ML, APLICAÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;43940618000144;ELI LILLY DO BRASIL LTDA;Outros;;2017;07 Mar 2017;Jan 1900;TUBETE 3,00 ML;15 ;27,1700;407,5500
2500050600098201800001;250005;DF;Federal; NUSINERSENA, CONCENTRAÇÃO:2,4 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NUSINERSENA, CONCENTRAÇÃO 2,4 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;ESTRANG0029294;BIOGEN INTERNATIONAL GMBH;Não se Aplica;;2018;02 Mar 2018;Jan 1900;FRASCO 5,00 ML;6 ;235.486,5883;1.412.919,5300
2500050600098201900001;250005;DF;Federal; SORO, TIPO:ANTI-RÁBICO, CARACTERÍSTICAS ADICIONAIS:IMUNOGLOBULINA EQÜINA + IMUNOGLOBULINA HUMANA, CONCENTRAÇÃO:200 UI/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTI-RÁBICO, CARACTERÍSTICAS ADICIONAIS IMUNOGLOBULINA EQÜINA + IMUNOGLOBULINA HUMANA, CONCENTRAÇÃO 200 UI/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;98.500 ;75,7900;7.465.315,0000
2500050600098201900002;250005;DF;Federal; SORO, TIPO:ANTI-CROTÁLICO, CONCENTRAÇÃO:1,5 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTI-CROTÁLICO, CONCENTRAÇÃO 1,5 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;40.000 ;157,5200;6.300.800,0000
2500050600098201900003;250005;DF;Federal; SORO, TIPO:ANTIBOTRÓPICO-LAQUÉTICO, CONCENTRAÇÃO:5 MG + 3 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTIBOTRÓPICO-LAQUÉTICO, CONCENTRAÇÃO 5 MG + 3 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;7.000 ;219,8900;1.539.230,0000
2500050600098201900004;250005;DF;Federal; SORO, TIPO:ANTI-BOTRÓPICO, CONCENTRAÇÃO:5 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTI-BOTRÓPICO, CONCENTRAÇÃO 5 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;200.000 ;118,2000;23.640.000,0000
2500050600098201900005;250005;DF;Federal; SORO, TIPO:ANTIESCORPIÔNICO, CONCENTRAÇÃO:1 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTIESCORPIÔNICO, CONCENTRAÇÃO 1 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;51.500 ;79,5600;4.097.340,0000
2500050600098201900006;250005;DF;Federal; SORO, TIPO:ANTIARACNÍDICO (LOXOSCELES E PHONEUTRIA), CARACTERÍSTICAS ADICIONAIS:E ANTIESCORPIÔNICO, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTIARACNÍDICO (LOXOSCELES E PHONEUTRIA), CARACTERÍSTICAS ADICIONAIS E ANTIESCORPIÔNICO, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;10.000 ;239,0300;2.390.300,0000
2500050600098201900007;250005;DF;Federal; SORO, TIPO:ANTILONÔMICO, CONCENTRAÇÃO:3,5 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTILONÔMICO, CONCENTRAÇÃO 3,5 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;4.000 ;176,8200;707.280,0000
2500050600098201900008;250005;DF;Federal; SORO, TIPO:ANTI-BOTULÍNICO AB, CONCENTRAÇÃO:375 UI + 275 UI/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTI-BOTULÍNICO AB, CONCENTRAÇÃO 375 UI + 275 UI/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;200 ;2.639,1000;527.820,0000
2500050600098201900009;250005;DF;Federal; SORO, TIPO:ANTI-TETÂNICO, CONCENTRAÇÃO:1.000 UI/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTI-TETÂNICO, CONCENTRAÇÃO 1.000 UI/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;89.000 ;99,8100;8.883.090,0000
2500050600098201900010;250005;DF;Federal; SORO, TIPO:ANTI-ELAPÍDICO, CONCENTRAÇÃO:1,5 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SORO, TIPO ANTI-ELAPÍDICO, CONCENTRAÇÃO 1,5 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;Fundamento Legal: Art.;Justificativa: Dispensa de licitação com fulcro no inciso XXXIV,art. 24 da Lei 8.666/93;Não se Aplica;61189445000156;FUNDACAO BUTANTAN;Outros;;2019;12 Jul 2019;Jan 1900;FRASCO-AMPOLA;5.000 ;114,1500;570.750,0000
2500050600098202000001;250005;DF;Federal; BORTEZOMIBE, CONCENTRAÇÃO:3,5 MG, APRESENTAÇÃO:INJETÁVEL;BORTEZOMIBE, CONCENTRAÇÃO 3,5 MG, APRESENTAÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial.;Não se Aplica;61282661000141;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;Outros;;2020;18 Jun 2020;Jan 1900;FRASCO-AMPOLA;68 ;750,0000;51.000,0000
2500050600098202000002;250005;DF;Federal; NINTEDANIBE, COMPOSIÇÃO:SAL ESILATO, CONCENTRAÇÃO:150 MG;NINTEDANIBE, COMPOSIÇÃO SAL ESILATO, CONCENTRAÇÃO 150 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial.;Não se Aplica;60831658002110;BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.;Outros;;2020;18 Jun 2020;Jan 1900;CÁPSULA;1.800 ;216,6100;389.898,0000
2500050600098202000003;250005;DF;Federal; NIVOLUMABE, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NIVOLUMABE, CONCENTRAÇÃO 10 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial.;Não se Aplica;56998982003122;BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.;Outros;;2020;18 Jun 2020;Jan 1900;FRASCO 10,00 ML;26 ;6.625,9600;172.274,9600
2500050600098202000004;250005;DF;Federal; NIVOLUMABE, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NIVOLUMABE, CONCENTRAÇÃO 10 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de ação judicial.;Não se Aplica;56998982003122;BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.;Outros;;2020;18 Jun 2020;Jan 1900;FRASCO 4,00 ML;13 ;2.650,3900;34.455,0700
2500050600098202100001;250005;DF;Federal; PEMBROLIZUMABE, CONCENTRAÇÃO:25 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;PEMBROLIZUMABE, CONCENTRAÇÃO 25 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2021;25 Jun 2021;Jan 1900;FRASCO 4,00 ML;18 ;12.911,0300;232.398,5400
2500050600098202100002;250005;DF;Federal; PEMBROLIZUMABE, CONCENTRAÇÃO:25 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;PEMBROLIZUMABE, CONCENTRAÇÃO 25 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2021;25 Jun 2021;Jan 1900;FRASCO 4,00 ML;20 ;12.911,0300;258.220,6000
2500050600098202100003;250005;DF;Federal; PEMBROLIZUMABE, CONCENTRAÇÃO:25 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;PEMBROLIZUMABE, CONCENTRAÇÃO 25 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2021;25 Jun 2021;Jan 1900;FRASCO 4,00 ML;18 ;12.911,0300;232.398,5400
2500050600098202100004;250005;DF;Federal; TEMOZOLOMIDA, CONCENTRAÇÃO:100 MG;TEMOZOLOMIDA, CONCENTRAÇÃO 100 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2021;25 Jun 2021;Jan 1900;CÁPSULA;120 ;464,5200;55.742,4000
2500050600098202100005;250005;DF;Federal; PALBOCICLIBE, CONCENTRAÇÃO:125 MG;PALBOCICLIBE, CONCENTRAÇÃO 125 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2021;25 Jun 2021;Jan 1900;CÁPSULA;84 ;558,3300;46.899,7200
2500050600098202100006;250005;DF;Federal; DABRAFENIBE, CONCENTRAÇÃO:75 MG;DABRAFENIBE, CONCENTRAÇÃO 75 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata de Ação Judicial;Não se Aplica;56994502002779;NOVARTIS BIOCIENCIAS SA;Outros;;2021;25 Jun 2021;Jan 1900;CÁPSULA;720 ;235,3400;169.444,8000
