Identif Item Compra;Cod UResp Compra;UF UResp Compra;Esfera UResp Compra;;Desc Compl Item Compra;Modalidade Compra;Inciso Disp Legal;Justif Dispensa/Inexig;Forma Realização;CPF/CNPJ Fornecedor;Nome Fornecedor;Porte Empresa Fornec;Fabric Material Compra;Ano Resultado Compra;Dia Resultado Compra;Mês Final Vigen Ata SRP;Unidade Fornecimento;Qtde Comprada Item;Valor Unitário Homologado;Valor Total Homologado
2500050500001201700001;250005;DF;Federal; LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL:LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO:MÉDIO, CARACTERÍSTICAS ADICIONAIS:LUBRIFICADA COM PÓ BIOABSORVÍVEL, DESCARTÁVEL, APRESENTAÇÃO:ATÓXICA, TIPO:AMBIDESTRA, TIPO USO:DESCARTÁVEL, MODELO:FORMATO ANATÔMICO, FINALIDADE:RESISTENTE À TRAÇÃO;LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO MÉDIO, CARACTERÍSTICAS ADICIONAIS LUBRIFICADA COM PÓ BIOABSORVÍVEL, DESCARTÁVEL, APRESENTAÇÃO ATÓXICA, TIPO AMBIDESTRA, TIPO USO DESCARTÁVEL, MODELO FORMATO ANATÔMICO, FINALIDADE RESISTENTE À TRAÇÃO;Pregão;NAO SE APLICA;Não Informado;Eletrônico;33498171000141;SAUDE COMERCIO DE PRODUTOS HOSPITALARES LTDA;Pequena Empresa;DESCARPACK;2017;02 Fev 2017;Fev 2018;UNIDADE;120.000 ;0,1500;18.000,0000
2500050500001201700002;250005;DF;Federal; LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL:LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO:PEQUENO, CARACTERÍSTICAS ADICIONAIS:LUBRIFICADA COM PÓ BIOABSORVÍVEL, DESCARTÁVEL, APRESENTAÇÃO:ATÓXICA, TIPO:AMBIDESTRA, TIPO USO:DESCARTÁVEL, MODELO:FORMATO ANATÔMICO, FINALIDADE:RESISTENTE À TRAÇÃO;LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO PEQUENO, CARACTERÍSTICAS ADICIONAIS LUBRIFICADA COM PÓ BIOABSORVÍVEL, DESCARTÁVEL, APRESENTAÇÃO ATÓXICA, TIPO AMBIDESTRA, TIPO USO DESCARTÁVEL, MODELO FORMATO ANATÔMICO, FINALIDADE RESISTENTE À TRAÇÃO;Pregão;NAO SE APLICA;Não Informado;Eletrônico;33498171000141;SAUDE COMERCIO DE PRODUTOS HOSPITALARES LTDA;Pequena Empresa;DESCARPACK;2017;02 Fev 2017;Fev 2018;UNIDADE;160.000 ;0,1500;24.000,0000
2500050500001201800001;250005;DF;Federal; BUPROPIONA CLORIDRATO, DOSAGEM:150 MG;BUPROPIONA CLORIDRATO, DOSAGEM 150 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;60665981000975;UNIAO QUIMICA FARMACEUTICA NACIONAL S A;Outros;UNIÃO QUÍMICA;2018;16 Fev 2018;Mar 2019;COMPRIMIDO;12.794.760 ;0,1766;2.259.554,6160
2500050500001201800002;250005;DF;Federal; BUPROPIONA CLORIDRATO, DOSAGEM:150 MG;BUPROPIONA CLORIDRATO, DOSAGEM 150 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;22218845000190;NUTRIMINAS COMERCIO DE NUTRICOES DIETETICAS E MATERIAIS HOSPITALARES LTDA;Micro Empresa;UNIÃO QUÍMICA;2018;16 Fev 2018;Mar 2019;COMPRIMIDO;4.264.920 ;0,2030;865.778,7600
2500050500001201900001;250005;DF;Federal; REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO:CONJUNTO COMPLETO, TIPO DE ANÁLISE:QUALITATIVO DE ANTICORPOS ANTI-TREPONEMA PALLIDUM, MÉTODO:IMUNOCROMATOGRAFIA, APRESENTAÇÃO:TESTE;REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO CONJUNTO COMPLETO, TIPO DE ANÁLISE QUALITATIVO DE ANTICORPOS ANTI-TREPONEMA PALLIDUM, MÉTODO IMUNOCROMATOGRAFIA, APRESENTAÇÃO TESTE;Pregão;NAO SE APLICA;Não Informado;Eletrônico;19400787000107;QUIBASA QUIMICA BASICA LTDA;Outros;QUIBASA QUÍMICA BÁSICA LTDA;2019;19 Fev 2019;Mar 2020;TESTE;15.020.000 ;1,1450;17.197.900,0000
2500050500001202100001;250005;DF;Federal; LEVOFLOXACINO, DOSAGEM:250 MG;LEVOFLOXACINO, DOSAGEM 250 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;07847837000110;CIENTIFICA MEDICA HOSPITALAR LTDA;Outros;APSEN FARMACEUTICA S/A;2021;05 Fev 2021;Fev 2022;COMPRIMIDO;313.000 ;4,5700;1.430.410,0000
2500050500001202100002;250005;DF;Federal; LEVOFLOXACINO, DOSAGEM:500 MG;LEVOFLOXACINO, DOSAGEM 500 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;21297758000103;PRO SAUDE DISTRIBUIDORA DE MEDICAMENTOS LTDA;Outros;CIMED;2021;05 Fev 2021;Fev 2022;COMPRIMIDO;1.242.500 ;0,5370;667.222,5000
2500050500002201700001;250005;DF;Federal; PREDNISONA, DOSAGEM:5 MG;PREDNISONA, DOSAGEM 5 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;14459413000143;MW DISTRIBUIDORA DE MEDICAMENTOS EIRELI;Outros;VITAMEDIC;2017;27 Jan 2017;Jan 1900;COMPRIMIDO;4.803.000 ;0,0900;432.270,0000
2500050500002201800001;250005;DF;Federal; MEDROXIPROGESTERONA ACETATO, CONCENTRAÇÃO:150 MG/ML, FORMA FARMACEUTICA:SUSPENSÃO INJETÁVEL;MEDROXIPROGESTERONA ACETATO, CONCENTRAÇÃO 150 MG/ML, FORMA FARMACEUTICA SUSPENSÃO INJETÁVEL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;60665981000975;UNIAO QUIMICA FARMACEUTICA NACIONAL S A;Outros;UNIÃO QUIMICA;2018;01 Fev 2018;Mar 2019;FRASCO-AMPOLA;3.403.038 ;3,2800;11.161.964,6400
2500050500002201800002;250005;DF;Federal; MEDROXIPROGESTERONA ACETATO, CONCENTRAÇÃO:150 MG/ML, FORMA FARMACEUTICA:SUSPENSÃO INJETÁVEL;MEDROXIPROGESTERONA ACETATO, CONCENTRAÇÃO 150 MG/ML, FORMA FARMACEUTICA SUSPENSÃO INJETÁVEL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;60665981000975;UNIAO QUIMICA FARMACEUTICA NACIONAL S A;Outros;;2018;01 Fev 2018;Mar 2019;FRASCO-AMPOLA;1.134.345 ;3,2800;3.720.651,6000
2500050500002202000001;250005;DF;Federal; DONEPEZILA, DOSAGEM:5 MG;DONEPEZILA, DOSAGEM 5 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;44734671000151;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;Outros;CRISTÁLIA PRODUTOS QUÍMICOS;2020;27 Jan 2020;Fev 2021;COMPRIMIDO;9.225.769 ;0,1300;1.199.349,9700
2500050500002202000002;250005;DF;Federal; DONEPEZILA, DOSAGEM:10 MG;DONEPEZILA, DOSAGEM 10 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;26921908000202;HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.;Outros;ACHE;2020;27 Jan 2020;Fev 2021;COMPRIMIDO;6.483.640 ;0,2260;1.465.302,6400
2500050500002202100003;250005;DF;Federal; CIPROFLOXACINO CLORIDRATO, DOSAGEM:500 MG;CIPROFLOXACINO CLORIDRATO, DOSAGEM 500 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;73856593000166;PRATI, DONADUZZI & CIA LTDA;Outros;PRATI DONADUZZI;2021;11 Fev 2021;Mar 2022;COMPRIMIDO;1.400.000 ;0,1900;266.000,0000
2500050500002202100004;250005;DF;Federal; CLARITROMICINA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:GRANULADO PARA SUSPENSÃO ORAL;CLARITROMICINA, DOSAGEM 50 MG/ML, APRESENTAÇÃO GRANULADO PARA SUSPENSÃO ORAL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;92265552000816;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA;Outros;EMS;2021;11 Fev 2021;Fev 2022;FRASCO 60,00 ML;26.000 ;29,9500;778.700,0000
2500050500002202100006;250005;DF;Federal; CLORETO DE SÓDIO, CONCENTRAÇAO:0,9 %, FORMA FARMACEUTICA:SPRAY NASAL;CLORETO DE SÓDIO, CONCENTRAÇAO 0,9 %, FORMA FARMACEUTICA SPRAY NASAL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;34999637000155;WL PHARMA COMERCIO DE MATERIAIS MEDICOS HOSPITALARES LTDA;Outros;AIRELA;2021;11 Fev 2021;Mar 2022;FRASCO 30,00 ML;142.000 ;0,8400;119.280,0000
2500050500002202100007;250005;DF;Federal; CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO;CLORETO DE SÓDIO, PRINCÍPIO ATIVO 0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO SISTEMA FECHADO;Pregão;NAO SE APLICA;Não Informado;Eletrônico;01571702000198;HALEX ISTAR INDUSTRIA FARMACEUTICA SA;Outros;HALEXISTAR;2021;11 Fev 2021;Mar 2022;BOLSA 100,00 ML;100.000 ;1,7800;178.000,0000
2500050500002202100008;250005;DF;Federal; CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO;CLORETO DE SÓDIO, PRINCÍPIO ATIVO 0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO SISTEMA FECHADO;Pregão;NAO SE APLICA;Não Informado;Eletrônico;94516671000153;CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.;Outros;FARMARIN;2021;11 Fev 2021;Mar 2022;BOLSA 100,00 ML;110.000 ;2,3500;258.500,0000
2500050500003201700001;250005;DF;Federal; REAGENTE PARA DIAGNÓSTICO CLÍNICO 7, TIPO:CONJUNTO COMPLETO, TIPO DE ANÁLISE:QUALITATIVO DE ANTI-HCV, MÉTODO:IMUNOCROMATOGRAFIA, APRESENTAÇÃO:TESTE;REAGENTE PARA DIAGNÓSTICO CLÍNICO 7, TIPO CONJUNTO COMPLETO, TIPO DE ANÁLISE QUALITATIVO DE ANTI-HCV, MÉTODO IMUNOCROMATOGRAFIA, APRESENTAÇÃO TESTE;Pregão;NAO SE APLICA;Não Informado;Eletrônico;50248780000919;ABBOTT DIAGNOSTICOS RAPIDOS S.A.;Outros;STANDARD DIAGNÓSTICS;2017;02 Mar 2017;Mar 2018;TESTE;11.084.825 ;1,6300;18.068.264,7500
2500050500003201700002;250005;DF;Federal; REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO:CONJUNTO COMPLETO, TIPO DE ANÁLISE:QUALITATIVO DE HIV I E II, MÉTODO:IMUNOCROMATOGRAFIA, APRESENTAÇÃO:TESTE;REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO CONJUNTO COMPLETO, TIPO DE ANÁLISE QUALITATIVO DE HIV I E II, MÉTODO IMUNOCROMATOGRAFIA, APRESENTAÇÃO TESTE;Pregão;NAO SE APLICA;Não Informado;Eletrônico;19400787000107;QUIBASA QUIMICA BASICA LTDA;Outros;QUIBASA;2017;02 Mar 2017;Fev 2018;TESTE;13.550.100 ;1,5500;21.002.655,0000
2500050500003201800001;250005;DF;Federal; LEVONORGESTREL, APRESENTAÇÃO:ASSOCIADO À ETINILESTRADIOL, DOSAGEM:0,15MG + 0,03MG, INDICAÇÃO:BLISTER CALENDÁRIO COM 21 COMPRIMIDOS;LEVONORGESTREL, APRESENTAÇÃO ASSOCIADO À ETINILESTRADIOL, DOSAGEM 0,15MG + 0,03MG, INDICAÇÃO BLISTER CALENDÁRIO COM 21 COMPRIMIDOS;Pregão;NAO SE APLICA;Não Informado;Eletrônico;60665981000975;UNIAO QUIMICA FARMACEUTICA NACIONAL S A;Outros;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;2018;01 Fev 2018;Fev 2019;BLISTER;12.697.880 ;0,3000;3.809.364,0000
2500050500003201800002;250005;DF;Federal; LEVONORGESTREL, APRESENTAÇÃO:ASSOCIADO À ETINILESTRADIOL, DOSAGEM:0,15MG + 0,03MG, INDICAÇÃO:BLISTER CALENDÁRIO COM 21 COMPRIMIDOS;LEVONORGESTREL, APRESENTAÇÃO ASSOCIADO À ETINILESTRADIOL, DOSAGEM 0,15MG + 0,03MG, INDICAÇÃO BLISTER CALENDÁRIO COM 21 COMPRIMIDOS;Pregão;NAO SE APLICA;Não Informado;Eletrônico;22218845000190;NUTRIMINAS COMERCIO DE NUTRICOES DIETETICAS E MATERIAIS HOSPITALARES LTDA;Micro Empresa;UNIÃO QUÍMICA;2018;01 Fev 2018;Fev 2019;BLISTER;4.232.626 ;0,3756;1.589.774,3256
2500050500003201900001;250005;DF;Federal; REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO:CONJUNTO COMPLETO, TIPO DE ANÁLISE:QUALITATIVO DE HIV I E II, MÉTODO:IMUNOCROMATOGRAFIA, APRESENTAÇÃO:TESTE;REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO CONJUNTO COMPLETO, TIPO DE ANÁLISE QUALITATIVO DE HIV I E II, MÉTODO IMUNOCROMATOGRAFIA, APRESENTAÇÃO TESTE;Pregão;NAO SE APLICA;Não Informado;Eletrônico;50248780000919;ABBOTT DIAGNOSTICOS RAPIDOS S.A.;Outros;ABON BIOPHARM CO., LTD;2019;21 Mar 2019;Abr 2020;TESTE;16.000.000 ;1,0800;17.280.000,0000
2500050500003202000001;250005;DF;Federal; CLARITROMICINA, DOSAGEM:500 MG;CLARITROMICINA, DOSAGEM 500 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;72593791000111;NOVA QUIMICA FARMACEUTICA S/A;Outros;NOVAMED;2020;27 Jan 2020;Fev 2021;COMPRIMIDO;555.000 ;1,5500;860.250,0000
2500050500004201800001;250005;DF;Federal; MISOPROSTOL, CONCENTRAÇAO:25 MCG, FORMA FARMACÊUTICA:COMPRIMIDO VAGINAL;MISOPROSTOL, CONCENTRAÇAO 25 MCG, FORMA FARMACÊUTICA COMPRIMIDO VAGINAL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;79250676000274;CIRURGICA JAW COMERCIO DE MATERIAL MEDICO HOSP LTDA;Outros;INFAN IND.;2018;23 Fev 2018;Mar 2019;COMPRIMIDO;389.274 ;6,5200;2.538.066,4800
2500050500004201800002;250005;DF;Federal; MISOPROSTOL, CONCENTRAÇAO:25 MCG, FORMA FARMACÊUTICA:COMPRIMIDO VAGINAL;MISOPROSTOL, CONCENTRAÇAO 25 MCG, FORMA FARMACÊUTICA COMPRIMIDO VAGINAL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;79250676000274;CIRURGICA JAW COMERCIO DE MATERIAL MEDICO HOSP LTDA;Outros;;2018;23 Fev 2018;Mar 2019;COMPRIMIDO;129.758 ;6,5200;846.022,1600
2500050500004201800003;250005;DF;Federal; MISOPROSTOL, CONCENTRAÇAO:200 MCG, FORMA FARMACÊUTICA:COMPRIMIDO VAGINAL;MISOPROSTOL, CONCENTRAÇAO 200 MCG, FORMA FARMACÊUTICA COMPRIMIDO VAGINAL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;79250676000274;CIRURGICA JAW COMERCIO DE MATERIAL MEDICO HOSP LTDA;Outros;INFAN IND.;2018;23 Fev 2018;Mar 2019;COMPRIMIDO;378.654 ;29,2100;11.060.483,3400
2500050500004201800004;250005;DF;Federal; MISOPROSTOL, CONCENTRAÇAO:200 MCG, FORMA FARMACÊUTICA:COMPRIMIDO VAGINAL;MISOPROSTOL, CONCENTRAÇAO 200 MCG, FORMA FARMACÊUTICA COMPRIMIDO VAGINAL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;79250676000274;CIRURGICA JAW COMERCIO DE MATERIAL MEDICO HOSP LTDA;Outros;;2018;23 Fev 2018;Mar 2019;COMPRIMIDO;126.218 ;29,2100;3.686.827,7800
2500050500004201900001;250005;DF;Federal; REAGENTE PARA DIAGNÓSTICO CLÍNICO 7, TIPO:CONJUNTO COMPLETO, TIPO DE ANÁLISE:QUALITATIVO HBSAG, MÉTODO:IMUNOCROMATOGRAFIA, APRESENTAÇÃO:TESTE;REAGENTE PARA DIAGNÓSTICO CLÍNICO 7, TIPO CONJUNTO COMPLETO, TIPO DE ANÁLISE QUALITATIVO HBSAG, MÉTODO IMUNOCROMATOGRAFIA, APRESENTAÇÃO TESTE;Pregão;NAO SE APLICA;Não Informado;Eletrônico;19400787000107;QUIBASA QUIMICA BASICA LTDA;Outros;QUIBASA QUÍMICA BÁSICA LTDA;2019;27 Mai 2019;Jun 2020;TESTE;12.000.000 ;1,2070;14.484.000,0000
2500050500004202100001;250005;DF;Federal; MEDROXIPROGESTERONA ACETATO, CONCENTRAÇÃO:150 MG/ML, FORMA FARMACEUTICA:SUSPENSÃO INJETÁVEL;MEDROXIPROGESTERONA ACETATO, CONCENTRAÇÃO 150 MG/ML, FORMA FARMACEUTICA SUSPENSÃO INJETÁVEL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;60665981000975;UNIAO QUIMICA FARMACEUTICA NACIONAL S A;Outros;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;2021;01 Fev 2021;Fev 2022;FRASCO-AMPOLA;7.404.308 ;5,8000;42.944.986,4000
2500050500005201800001;250005;DF;Federal; REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO:CONJUNTO COMPLETO, TIPO DE ANÁLISE:PAINEL DE VÍRUS RESPIRATÓRIO, MÉTODO:IMUNOFLUORESCÊNCIA, APRESENTAÇÃO:TESTE, COMPOSIÇÃO BÁSICA:DETECÇÃO ADENOVÍRUS, PARAINFLUENZA 1,2 E 3, RSV, OUTROS COMPONENTES:INFLUENZA A E B;REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO CONJUNTO COMPLETO, TIPO DE ANÁLISE PAINEL DE VÍRUS RESPIRATÓRIO, MÉTODO IMUNOFLUORESCÊNCIA, APRESENTAÇÃO TESTE, COMPOSIÇÃO BÁSICA DETECÇÃO ADENOVÍRUS, PARAINFLUENZA 1,2 E 3, RSV, OUTROS COMPONENTES INFLUENZA A E B;Pregão;NAO SE APLICA;Não Informado;Eletrônico;04762623000152;VIRION DIAGNOSTICA LTDA;Pequena Empresa;DIAGNÓSTICS HYBRIDS;2018;12 Mar 2018;Mar 2019;TESTE;53.000 ;23,5000;1.245.500,0000
2500050500005201800002;250005;DF;Federal; REAGENTE PARA DIAGNÓSTICO CLÍNICO 7, TIPO:CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE:QUALITATIVO DE ANTI TRYPANOSSOMA CRUZY, MÉTODO:ELISA, APRESENTAÇÃO:TESTE;REAGENTE PARA DIAGNÓSTICO CLÍNICO 7, TIPO CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE QUALITATIVO DE ANTI TRYPANOSSOMA CRUZY, MÉTODO ELISA, APRESENTAÇÃO TESTE;Pregão;NAO SE APLICA;Não Informado;Eletrônico;73008682000152;LABINBRAZ COMERCIAL LTDA;Outros;WIENER LABORATORIOS S.A.I.C.;2018;12 Mar 2018;Mar 2019;TESTE;160.224 ;1,5000;240.336,0000
2500050500005201900001;250005;DF;Federal; TRASTUZUMABE, CONCENTRAÇÃO:150 MG, FORMA FARMACÊUTICA:PÓ LIOFILO INJETÁVEL;TRASTUZUMABE, CONCENTRAÇÃO 150 MG, FORMA FARMACÊUTICA PÓ LIOFILO INJETÁVEL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;33009945002339;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A;Outros;ROCHE DIAGNOSTICS GMBH;2019;01 Abr 2019;Abr 2020;FRASCO-AMPOLA;435.697 ;894,3400;389.661.254,9800
2500050500005202000001;250005;DF;Federal; PARICALCITOL, CONCENTRAÇÃO:5 MCG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;PARICALCITOL, CONCENTRAÇÃO 5 MCG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;72677933000129;HMEDIC DISTRIBUIDORA DE MEDICAMENTOS LTDA;Outros;INTAS PHARMACEUTICALS;2020;18 Mar 2020;Mar 2021;AMPOLA 1,00 ML;1.754.227 ;16,7000;29.295.590,9000
2500050500005202100001;250005;DF;Federal; PARICALCITOL, CONCENTRAÇÃO:5 MCG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;PARICALCITOL, CONCENTRAÇÃO 5 MCG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;72677933000129;HMEDIC DISTRIBUIDORA DE MEDICAMENTOS LTDA;Outros;INTAS PHARMACEUTICAL LTD;2021;01 Fev 2021;Fev 2022;AMPOLA 1,00 ML;2.197.155 ;16,5000;36.253.057,5000
2500050500006201700001;250005;DF;Federal; GEL LUBRIFICANTE, TIPO:ÍNTIMO, COR:INCOLOR, ODOR:INODORO, SOLUBILIDADE:SOLÚVEL EM ÁGUA, CARACTERÍSTICAS ADICIONAIS:TRANSPARENTE E NÃO GORDUROSO;GEL LUBRIFICANTE, TIPO ÍNTIMO, COR INCOLOR, ODOR INODORO, SOLUBILIDADE SOLÚVEL EM ÁGUA, CARACTERÍSTICAS ADICIONAIS TRANSPARENTE E NÃO GORDUROSO;Pregão;NAO SE APLICA;Não Informado;Eletrônico;00969061000323;CARBOGEL INDUSTRIA E COMERCIO LTDA;Outros;CARBOGEL;2017;08 Mar 2017;Mar 2018;SACHÊ 5,00 G;42.000.000 ;0,0858;3.603.600,0000
2500050500006201800001;250005;DF;Federal; AMBULÂNCIA, AMBULANCIA;AMBULÂNCIA SAMU 192 TIPO B COM TODOS  EQUIPAMENTOS PREVISTOS NO DESCRITIVO DO OBJETO;Pregão;NAO SE APLICA;Não Informado;Eletrônico;01844555000506;CNH INDUSTRIAL BRASIL LTDA.;Outros;CNH INDUSTRIAL BRASIL LTDA.;2018;23 Mai 2018;Mai 2019;UNIDADE;350 ;231.000,0000;80.850.000,0000
2500050500006201900001;250005;DF;Federal; CINACALCETE, CONCENTRAÇÃO:30 MG;CINACALCETE, CONCENTRAÇÃO 30 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;09192829000108;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;Outros;DR REDDYS;2019;16 Abr 2019;Mai 2020;COMPRIMIDO;7.829.960 ;1,2000;9.395.952,0000
2500050500006201900002;250005;DF;Federal; CINACALCETE, CONCENTRAÇÃO:60 MG;CINACALCETE, CONCENTRAÇÃO 60 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;72593791000111;NOVA QUIMICA FARMACEUTICA S/A;Outros;EMS;2019;16 Abr 2019;Mai 2020;COMPRIMIDO;242.352 ;2,4000;581.644,8000
2500050500006202000001;250005;DF;Federal; ENTACAPONA, DOSAGEM:200 MG;ENTACAPONA, DOSAGEM 200 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;72593791000111;NOVA QUIMICA FARMACEUTICA S/A;Outros;EMS;2020;27 Jan 2020;Jan 2021;COMPRIMIDO;13.116.750 ;1,7100;22.429.642,5000
2500050500006202100001;250005;DF;Federal; AZITROMICINA, DOSAGEM:40 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL;AZITROMICINA, DOSAGEM 40 MG/ML, APRESENTAÇÃO SUSPENSÃO ORAL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;73856593000166;PRATI, DONADUZZI & CIA LTDA;Outros;PRATI DONADUZZI;2021;03 Fev 2021;Jan 1900;FRASCO 15,00 ML;470.000 ;6,2000;2.914.000,0000
2500050500007201700001;250005;DF;Federal; INSULINA, ORIGEM:HUMANA, TIPO:REGULAR, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL;INSULINA, ORIGEM HUMANA, TIPO REGULAR, DOSAGEM 100U/ML, APLICAÇÃO INJETÁVEL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;82277955000155;NOVO NORDISK FARMACEUTICA DO BRASIL LTDA;Outros;NOVO NORDISK A/S;2017;10 Mar 2017;Mar 2018;FRASCO 10,00 ML;2.627.388 ;10,6000;27.850.312,8000
2500050500007201700002;250005;DF;Federal; INSULINA, ORIGEM:HUMANA, TIPO:NPH, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL;INSULINA, ORIGEM HUMANA, TIPO NPH, DOSAGEM 100U/ML, APLICAÇÃO INJETÁVEL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;82277955000155;NOVO NORDISK FARMACEUTICA DO BRASIL LTDA;Outros;NOVO NORDISK A/S;2017;10 Mar 2017;Mar 2018;FRASCO 10,00 ML;16.922.508 ;10,5000;177.686.334,0000
2500050500007201800001;250005;DF;Federal; AMBULÂNCIA, AMBULANCIA;AMBULÂNCIA SAMU 192 TIPO D COM TODOS EQUIPAMENTOS PREVISTOS NO DESCRITIVO DO O BJETO;Pregão;NAO SE APLICA;Não Informado;Eletrônico;01844555000506;CNH INDUSTRIAL BRASIL LTDA.;Outros;CNH INDUSTRIAL BRASIL LTDA.;2018;23 Mai 2018;Mai 2019;UNIDADE;150 ;236.213,0000;35.431.950,0000
2500050500007201900001;250005;DF;Federal; MOXIFLOXACINO, DOSAGEM:400 MG;MOXIFLOXACINO, DOSAGEM 400 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;23864942000113;UNIQUE DISTRIBUIDORA DE MEDICAMENTOS EIRELI;Outros;EUROFARMA;2019;09 Abr 2019;Mai 2020;COMPRIMIDO;95.025 ;3,1500;299.328,7500
2500050500007201900002;250005;DF;Federal; LEVOFLOXACINO, DOSAGEM:500 MG;LEVOFLOXACINO, DOSAGEM 500 MG;Pregão;NAO SE APLICA;Não Informado;Eletrônico;23864942000113;UNIQUE DISTRIBUIDORA DE MEDICAMENTOS EIRELI;Outros;EUROFARMA;2019;09 Abr 2019;Mai 2020;COMPRIMIDO;648.060 ;0,5280;342.175,6800
2500050500007202000001;250005;DF;Federal; ANFOTERICINA B, DOSAGEM:50 MG, APLICAÇÃO:INJETÁVEL;ANFOTERICINA B, DOSAGEM 50 MG, APLICAÇÃO INJETÁVEL;Pregão;NAO SE APLICA;Não Informado;Eletrônico;44734671000151;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;Outros;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;2020;27 Jan 2020;Jan 1900;FRASCO-AMPOLA;5.000 ;19,7700;98.850,0000
